Geneid	SRR11262284	SRR11262285	SRR11262286	SRR11262292	SRR11262293	SRR11262294
ENSG00000250257	0	0	0	0	0	0
ENSG00000254713	0	0	0	0	0	0
ENSG00000240174	0	0	0	0	0	0
ENSG00000254787	0	0	0	0	0	0
ENSG00000274006	0	0	0	0	0	0
ENSG00000276179	0	0	0	0	0	0
ENSG00000255555	0	4	0	0	0	0
ENSG00000255396	0	0	0	0	0	0
ENSG00000213305	0	2	0	0	0	2
ENSG00000254684	0	0	0	0	0	0
ENSG00000254897	2	0	0	0	0	0
ENSG00000206583	0	0	0	0	0	0
ENSG00000171204	1090	3093	1447	713	721	489
ENSG00000171202	550	1095	851	576	742	445
ENSG00000179071	152	78	27	20	22	22
ENSG00000279742	8	5	2	8	2	10
ENSG00000142089	21075	21245	28323	36122	41552	17050
ENSG00000252494	0	0	0	0	4	4
ENSG00000254459	0	3	0	0	3	7
ENSG00000255449	2	0	0	1	3	1
ENSG00000241782	5	0	0	2	12	6
ENSG00000255115	0	0	0	0	0	0
ENSG00000254829	0	0	0	0	0	0
ENSG00000151364	77	54	97	15	354	16
ENSG00000259112	0	0	0	0	0	0
ENSG00000254675	0	1	4	0	18	0
ENSG00000151365	2	6	10	0	2	1
ENSG00000151366	491	786	420	382	3539	340
ENSG00000132275	637	921	606	678	1150	669
ENSG00000254400	0	0	0	0	0	0
ENSG00000166333	5	12	18	10	0	6
ENSG00000254641	0	0	0	0	0	0
ENSG00000285338	0	0	0	0	0	0
ENSG00000255680	0	1	0	0	4	4
ENSG00000255390	0	0	0	0	0	0
ENSG00000255410	6	16	3	0	10	0
ENSG00000158042	1031	1771	1141	2436	4019	1669
ENSG00000241678	4	0	0	3	5	8
ENSG00000254781	0	0	0	0	0	2
ENSG00000166341	1198	928	769	548	81	412
ENSG00000159063	610	515	445	1018	3269	914
ENSG00000254755	25	0	6	0	0	0
ENSG00000255363	7	23	18	0	0	2
ENSG00000255479	0	5	0	0	0	2
ENSG00000137507	4977	2924	11765	643	210	699
ENSG00000254975	0	1	2	0	0	0
ENSG00000254632	0	0	0	10	6	0
ENSG00000182704	1276	532	946	6423	1438	1087
ENSG00000255100	1	5	2	18	4	6
ENSG00000261578	27	6	48	430	71	72
ENSG00000078124	1406	2053	2696	2011	1172	1068
ENSG00000254988	0	4	0	0	0	0
ENSG00000198488	0	2	24	0	0	7
ENSG00000149260	909	281	294	175	41	152
ENSG00000254550	0	0	0	0	0	0
ENSG00000168014	814	434	636	863	734	1527
ENSG00000284922	1	0	0	1	0	0
ENSG00000285921	3	2	0	0	0	0
ENSG00000266192	0	0	0	0	0	0
ENSG00000149231	1036	1414	917	742	415	794
ENSG00000183340	336	273	107	545	90	250
ENSG00000255679	0	0	0	4	0	0
ENSG00000200411	0	0	0	0	0	0
ENSG00000256684	0	0	0	0	0	0
ENSG00000287426	3	0	0	0	0	0
ENSG00000255188	0	0	0	0	0	0
ENSG00000151715	447	300	860	386	68	59
ENSG00000170325	253	198	264	370	102	297
ENSG00000233220	6	6	1	0	0	2
ENSG00000255057	0	6	0	0	1	2
ENSG00000255262	4	0	0	0	0	0
ENSG00000255535	0	0	0	0	4	0
ENSG00000244451	0	0	0	4	0	0
ENSG00000274197	0	0	0	0	0	0
ENSG00000149418	3694	2115	3665	9624	7904	6268
ENSG00000172409	252	461	472	441	410	307
ENSG00000255159	4	2	3	10	2	5
ENSG00000252905	0	0	0	0	4	0
ENSG00000202276	0	0	0	0	0	0
ENSG00000166452	803	933	492	1171	1247	904
ENSG00000176029	95	19	81	2	10	24
ENSG00000223080	0	1	0	0	0	0
ENSG00000175348	2423	3555	3168	1725	831	1401
ENSG00000253973	0	0	0	0	0	2
ENSG00000175356	502	172	159	78	27	167
ENSG00000286935	0	0	0	0	0	1
ENSG00000264984	0	0	0	0	0	0
ENSG00000213538	2	0	0	0	0	1
ENSG00000184014	4088	2817	6660	2178	737	2495
ENSG00000255097	0	0	0	3	2	4
ENSG00000273725	0	0	0	0	0	0
ENSG00000166471	1352	1771	1710	1341	1544	1412
ENSG00000254884	0	0	0	2	5	8
ENSG00000205339	4084	5056	7203	4453	2500	5966
ENSG00000201998	5	0	2	1	0	4
ENSG00000254397	0	10	0	7	6	8
ENSG00000110448	225	407	166	303	102	573
ENSG00000167987	1405	1093	1829	1531	1084	1538
ENSG00000279549	5	18	2	6	20	18
ENSG00000229859	1	1	0	0	0	0
ENSG00000256220	0	0	0	0	0	0
ENSG00000256713	0	0	0	0	6	4
ENSG00000167986	5738	3379	3288	7018	6335	10926
ENSG00000149476	1088	678	628	1021	1573	2606
ENSG00000162144	1218	731	770	897	757	1485
ENSG00000279246	1	0	0	0	0	0
ENSG00000149532	2225	1683	1794	2555	1453	4029
ENSG00000279632	0	0	2	4	0	7
ENSG00000256591	5	18	6	14	11	25
ENSG00000167985	352	475	536	227	1448	350
ENSG00000162148	106	35	65	40	28	49
ENSG00000255931	0	0	18	0	2	4
ENSG00000204950	316	130	272	8	16	28
ENSG00000279878	0	0	0	2	0	0
ENSG00000256443	1	0	0	10	2	3
ENSG00000276102	0	2	0	1	0	0
ENSG00000149016	241	246	140	335	663	619
ENSG00000149480	2566	2080	2341	4656	4161	5448
ENSG00000149499	1910	1303	1234	2426	3303	1959
ENSG00000254964	0	0	0	0	0	3
ENSG00000149489	120	173	113	59	194	77
ENSG00000149541	1006	1125	732	1740	5285	2040
ENSG00000089597	6654	4410	4059	14439	10393	16308
ENSG00000185085	646	512	712	1316	1528	912
ENSG00000255432	0	0	0	0	0	0
ENSG00000278615	0	1	0	0	2	0
ENSG00000214756	99	131	71	40	91	52
ENSG00000206597	0	0	0	0	0	0
ENSG00000204922	26	82	31	53	119	56
ENSG00000162191	3425	4101	3037	2743	15152	3599
ENSG00000177363	355	104	165	51	16	27
ENSG00000234857	0	0	0	0	0	0
ENSG00000162188	0	0	0	0	4	5
ENSG00000214753	1438	620	608	1867	1789	2353
ENSG00000150768	1033	820	811	1612	268	666
ENSG00000168539	186	219	19	2	0	9
ENSG00000257002	10	32	6	0	0	2
ENSG00000241082	0	0	0	0	0	0
ENSG00000285388	0	1	0	0	0	0
ENSG00000166352	352	586	238	226	333	297
ENSG00000150773	81	56	83	20	14	41
ENSG00000186635	6384	4263	4421	3909	5053	4575
ENSG00000176485	2695	3703	3046	149	4670	256
ENSG00000120471	0	6	0	6	0	71
ENSG00000133316	517	603	713	954	2681	1067
ENSG00000165325	12	0	8	2	0	93
ENSG00000072518	2498	1470	1919	4951	4170	3701
ENSG00000179826	2	0	0	6	0	13
ENSG00000176495	0	14	0	0	0	0
ENSG00000176798	0	0	0	0	0	0
ENSG00000172487	0	0	0	0	0	0
ENSG00000181518	0	0	0	4	0	0
ENSG00000174982	0	0	0	0	0	0
ENSG00000181903	0	0	0	0	0	2
ENSG00000181767	0	4	0	0	0	0
ENSG00000172742	1	0	2	0	0	0
ENSG00000165916	4173	5089	4312	5017	17849	5390
ENSG00000181009	0	0	3	0	0	0
ENSG00000183389	0	0	0	0	0	0
ENSG00000171944	0	6	0	0	0	0
ENSG00000196341	6	2	0	0	0	0
ENSG00000172769	0	0	0	0	0	0
ENSG00000171533	1055	352	480	42	401	211
ENSG00000182070	0	0	0	0	0	0
ENSG00000172324	0	0	0	0	0	0
ENSG00000182634	0	0	0	0	0	0
ENSG00000181001	0	0	12	0	0	0
ENSG00000172365	0	0	0	0	0	0
ENSG00000174937	0	0	0	0	0	0
ENSG00000197125	0	0	0	0	0	0
ENSG00000214530	4091	5116	4647	2860	16747	2917
ENSG00000254569	0	0	0	0	0	0
ENSG00000196954	2818	4664	6838	5797	3899	1395
ENSG00000284715	0	0	0	2	0	0
ENSG00000137757	42	99	116	105	26	22
ENSG00000288255	0	0	0	0	0	0
ENSG00000254750	0	0	0	85	0	9
ENSG00000255430	0	0	0	0	0	0
ENSG00000254767	0	0	0	0	0	0
ENSG00000255336	0	0	0	0	0	0
ENSG00000280502	1	0	0	1	0	8
ENSG00000283691	0	0	0	1	0	0
ENSG00000255121	39	40	30	25	13	46
ENSG00000186166	359	383	287	362	301	463
ENSG00000240970	18	6	4	11	20	7
ENSG00000254428	15	16	9	29	19	31
ENSG00000254909	6	6	0	7	0	0
ENSG00000118181	13823	34855	19314	18136	14028	15049
ENSG00000196655	1105	1290	963	1292	970	634
ENSG00000283704	0	0	0	0	0	0
ENSG00000255114	0	0	0	0	0	0
ENSG00000271751	4	2	14	6	0	0
ENSG00000272186	8	3	0	3	4	12
ENSG00000172375	724	686	489	310	208	509
ENSG00000172273	482	874	459	682	620	520
ENSG00000172350	18	9	0	8	1	8
ENSG00000172367	12	14	8	0	10	2
ENSG00000222249	0	4	0	0	0	1
ENSG00000076706	8225	8912	3120	2221	8212	1764
ENSG00000284148	0	0	0	0	0	0
ENSG00000252119	0	0	0	0	0	0
ENSG00000179038	2	0	4	11	10	20
ENSG00000287934	0	0	2	4	0	0
ENSG00000173020	5585	4470	4308	6682	5311	8085
ENSG00000172932	1409	1318	791	1525	2105	2313
ENSG00000172830	2277	980	950	2071	1219	540
ENSG00000287851	0	0	2	6	4	6
ENSG00000172613	492	374	274	923	726	1063
ENSG00000276769	0	0	0	2	0	0
ENSG00000110697	1700	1138	1654	3862	1727	2693
ENSG00000167797	3255	3192	2634	2889	6596	4277
ENSG00000167791	0	0	0	0	0	0
ENSG00000283257	0	0	0	0	0	0
ENSG00000084207	23622	23650	22306	21538	30488	38013
ENSG00000184224	2	0	0	2	0	2
ENSG00000255119	0	2	0	0	0	0
ENSG00000167792	3812	3304	2498	5716	16958	6264
ENSG00000167799	213	259	199	888	476	1503
ENSG00000132744	6	0	16	241	20	71
ENSG00000227834	0	0	0	0	0	4
ENSG00000239559	13	23	22	26	87	32
ENSG00000184795	0	0	1	0	2	3
ENSG00000235855	0	0	0	0	0	0
ENSG00000285537	0	0	0	0	0	0
ENSG00000254883	0	2	0	0	0	0
ENSG00000255147	2	2	3	0	0	0
ENSG00000197901	8	2	0	1	0	0
ENSG00000149452	7	4	0	2	0	0
ENSG00000256041	0	0	0	0	0	2
ENSG00000253547	0	0	0	0	0	0
ENSG00000239924	0	0	0	0	0	0
ENSG00000256847	0	0	0	0	0	0
ENSG00000256181	0	2	0	0	0	0
ENSG00000149742	0	5	0	2	0	6
ENSG00000132256	860	603	479	662	268	239
ENSG00000132254	1460	1689	1890	1770	3186	1718
ENSG00000283977	0	0	0	0	0	0
ENSG00000132286	1262	1507	1245	646	865	796
ENSG00000254595	17	9	9	14	10	12
ENSG00000166340	3884	2750	3174	3389	2414	4053
ENSG00000283415	0	8	0	1	3	2
ENSG00000254712	0	0	0	0	2	0
ENSG00000170782	0	0	0	0	0	4
ENSG00000134824	1172	1512	593	500	1807	6210
ENSG00000173113	3657	5523	3820	3896	10219	7219
ENSG00000137504	1066	1046	688	1873	556	2235
ENSG00000174914	0	0	0	0	0	0
ENSG00000254466	0	0	0	0	0	0
ENSG00000188211	30	54	267	9	41	246
ENSG00000260196	10	16	52	6	64	151
ENSG00000255035	0	0	0	2	0	0
ENSG00000109906	757	1322	1225	145	51	79
ENSG00000286463	0	0	0	0	0	0
ENSG00000213779	0	0	0	0	2	0
ENSG00000197149	5	30	28	10	23	0
ENSG00000285545	0	0	0	0	0	4
ENSG00000287898	0	0	0	0	0	0
ENSG00000006611	36	0	12	4	0	0
ENSG00000188162	0	2	2	0	0	2
ENSG00000183801	1960	796	443	273	38	261
ENSG00000166387	885	547	326	286	165	1124
ENSG00000254864	0	6	2	0	0	0
ENSG00000166394	265	411	299	1100	539	580
ENSG00000275612	7	19	16	0	0	0
ENSG00000276668	34	30	16	0	0	1
ENSG00000254707	0	0	0	0	0	0
ENSG00000227892	0	0	0	0	0	2
ENSG00000166408	0	0	0	0	0	0
ENSG00000137656	603	711	765	828	558	677
ENSG00000226645	0	4	0	0	0	3
ENSG00000109917	1200	1371	2263	2336	2215	1131
ENSG00000110243	4	18	4	0	0	0
ENSG00000236267	0	0	0	0	0	0
ENSG00000285513	0	0	0	0	0	0
ENSG00000110244	0	0	0	0	0	0
ENSG00000110245	4	0	0	0	0	0
ENSG00000118137	62	98	43	1	0	2
ENSG00000235910	12	9	5	10	0	10
ENSG00000160584	1510	627	2334	1284	591	879
ENSG00000200537	1	0	0	2	0	2
ENSG00000234268	8	23	11	5	12	5
ENSG00000224077	0	0	0	2	0	0
ENSG00000225236	0	2	0	0	2	0
ENSG00000184478	0	0	0	0	0	0
ENSG00000184698	0	0	0	0	2	0
ENSG00000187918	0	0	0	0	0	0
ENSG00000168000	107	41	68	49	26	120
ENSG00000181963	0	2	0	0	0	0
ENSG00000196778	0	0	6	1	0	0
ENSG00000226616	0	0	0	0	0	0
ENSG00000182791	18	6	2	12	2	27
ENSG00000173992	686	822	672	1241	2582	1242
ENSG00000199325	1	0	0	2	1	4
ENSG00000239306	1120	884	761	2302	1706	2540
ENSG00000248643	4	12	6	13	0	24
ENSG00000173933	261	225	201	399	148	528
ENSG00000173914	403	453	249	841	229	671
ENSG00000239553	0	0	0	0	0	3
ENSG00000213409	0	8	0	0	0	4
ENSG00000254984	0	0	0	1	0	0
ENSG00000287962	0	1	0	0	0	0
ENSG00000255372	0	2	0	0	0	0
ENSG00000199260	0	0	2	0	0	0
ENSG00000255259	0	0	0	0	0	0
ENSG00000134909	1073	329	894	3695	256	551
ENSG00000171714	372	587	365	18	16	16
ENSG00000254820	0	0	0	0	0	0
ENSG00000197790	0	2	0	0	0	0
ENSG00000171987	0	2	0	0	0	0
ENSG00000166693	0	0	0	0	0	0
ENSG00000255012	0	4	0	0	0	0
ENSG00000255172	0	0	0	0	0	0
ENSG00000197866	0	0	0	0	0	0
ENSG00000254795	0	0	0	0	0	0
ENSG00000176925	6	0	0	0	0	0
ENSG00000280204	0	0	0	0	0	0
ENSG00000284609	0	0	0	0	0	0
ENSG00000284680	0	0	0	0	0	0
ENSG00000170683	4	0	2	0	1	0
ENSG00000170790	1	1	0	2	4	30
ENSG00000172320	0	0	4	0	0	0
ENSG00000176893	0	0	0	0	2	0
ENSG00000176895	0	0	0	0	0	0
ENSG00000180974	0	0	0	0	0	0
ENSG00000181698	0	0	0	0	0	0
ENSG00000256739	0	0	0	1	0	3
ENSG00000255672	0	0	0	0	0	1
ENSG00000256403	0	0	0	0	0	0
ENSG00000237408	0	0	0	0	0	0
ENSG00000238048	0	0	0	0	0	0
ENSG00000276109	0	0	0	0	0	0
ENSG00000274664	0	0	0	0	0	0
ENSG00000227467	16	4	6	16	15	8
ENSG00000256633	26	3	17	5	6	10
ENSG00000187486	82	42	64	16	2	270
ENSG00000184933	0	2	0	0	0	0
ENSG00000197428	4	0	0	0	0	0
ENSG00000180785	4	2	0	12	1	12
ENSG00000188124	0	4	0	0	8	2
ENSG00000234560	0	4	0	0	0	0
ENSG00000110711	3757	5593	2947	1070	2654	1916
ENSG00000205497	0	0	0	0	0	0
ENSG00000172890	1296	2276	1453	1806	5082	2136
ENSG00000278349	0	0	0	0	0	0
ENSG00000254924	0	0	0	2	0	0
ENSG00000244411	0	0	0	4	0	1
ENSG00000241233	0	0	0	0	0	0
ENSG00000254997	2	0	2	13	0	0
ENSG00000286948	1	0	0	0	0	1
ENSG00000204572	4	0	2	7	0	0
ENSG00000248903	0	0	0	0	0	0
ENSG00000249387	0	0	0	0	0	0
ENSG00000184055	0	4	0	0	0	0
ENSG00000255562	0	2	0	1	0	1
ENSG00000255261	0	0	0	2	0	0
ENSG00000255415	0	0	0	0	0	0
ENSG00000284625	0	0	0	0	0	0
ENSG00000288033	5	0	3	7	6	12
ENSG00000254739	0	0	2	3	0	2
ENSG00000161328	183	95	118	199	53	275
ENSG00000167822	0	0	0	0	0	0
ENSG00000006071	42	13	39	0	1	9
ENSG00000254933	2	0	0	0	0	0
ENSG00000255362	15	1	4	0	16	0
ENSG00000137492	2019	2771	2447	1959	685	1424
ENSG00000179240	59	118	21	40	28	212
ENSG00000201756	0	0	0	0	0	0
ENSG00000255266	4	0	0	0	0	0
ENSG00000180714	0	4	0	0	0	0
ENSG00000254749	6	0	0	0	0	0
ENSG00000254601	1	0	0	0	0	0
ENSG00000200817	0	0	0	0	0	0
ENSG00000254732	6	4	2	10	2	3
ENSG00000198561	608	498	317	1079	388	413
ENSG00000226288	0	10	0	0	0	0
ENSG00000180723	0	0	0	0	0	0
ENSG00000167332	0	2	0	0	0	2
ENSG00000254737	0	4	0	0	0	0
ENSG00000256734	0	0	2	0	0	0
ENSG00000074319	2347	3206	2850	1764	2891	1917
ENSG00000256464	3	1	6	10	0	5
ENSG00000256588	0	0	0	8	0	4
ENSG00000256361	0	0	2	0	12	2
ENSG00000151116	865	1049	796	921	1236	696
ENSG00000274589	1	0	0	0	0	0
ENSG00000279837	0	2	0	0	0	16
ENSG00000179119	1000	927	1501	1119	569	1011
ENSG00000257043	9	2	0	0	0	0
ENSG00000129757	4120	3136	1012	284	774	653
ENSG00000246250	8	6	4	18	0	15
ENSG00000283375	0	0	0	0	0	0
ENSG00000166199	638	779	487	542	622	414
ENSG00000213693	10	18	20	15	4	19
ENSG00000244926	6	9	0	4	2	22
ENSG00000254409	8	5	0	4	2	2
ENSG00000244953	34	16	237	16	25	12
ENSG00000205126	2	4	0	0	0	0
ENSG00000110455	357	721	235	809	1328	528
ENSG00000255165	4	0	0	2	0	0
ENSG00000052850	20	0	4	0	12	0
ENSG00000151348	3134	2949	2402	5148	2727	1703
ENSG00000166801	1137	989	647	2093	1006	1291
ENSG00000173898	305	120	149	4396	1232	2959
ENSG00000254900	0	0	0	5	6	1
ENSG00000166441	28936	71441	37745	23483	61049	36983
ENSG00000200983	0	0	0	0	0	0
ENSG00000212607	1	5	9	5	11	6
ENSG00000254665	0	0	0	0	0	0
ENSG00000149968	0	3	2	2147	225	287
ENSG00000262406	63	27	12	2765	3668	4756
ENSG00000255469	0	0	0	0	0	2
ENSG00000238562	0	0	0	0	0	0
ENSG00000276521	0	0	0	0	0	4
ENSG00000239861	0	0	0	0	0	2
ENSG00000137692	715	1409	1077	1670	1181	1058
ENSG00000260966	0	0	0	0	0	0
ENSG00000285878	3	0	0	2	0	0
ENSG00000254895	0	0	0	0	0	2
ENSG00000254931	0	0	0	0	0	0
ENSG00000255417	0	0	0	0	0	0
ENSG00000255350	0	0	0	0	0	4
ENSG00000254565	0	0	0	0	0	0
ENSG00000253245	0	0	0	0	0	0
ENSG00000254824	0	0	0	0	0	0
ENSG00000187240	705	302	332	282	79	395
ENSG00000174915	1054	740	651	1185	2597	1324
ENSG00000270491	0	0	0	0	0	0
ENSG00000149089	843	1598	1110	500	2250	948
ENSG00000110435	812	887	669	741	2964	1230
ENSG00000254654	0	0	0	0	0	0
ENSG00000287984	0	0	0	0	0	0
ENSG00000254664	0	0	6	0	0	0
ENSG00000019505	4	3	41	8	725	8
ENSG00000254497	0	0	0	0	0	0
ENSG00000177595	365	283	205	1090	833	1494
ENSG00000186318	929	728	740	1157	113	352
ENSG00000048649	3497	1821	1479	2399	3773	2931
ENSG00000110077	968	5408	2289	1119	1160	1853
ENSG00000166106	318	155	416	307	18	39
ENSG00000183378	106	60	60	0	25	12
ENSG00000177042	962	828	517	505	329	470
ENSG00000166363	0	0	0	0	0	0
ENSG00000171014	0	0	0	0	0	0
ENSG00000186119	0	0	0	0	0	0
ENSG00000150261	0	0	0	0	0	0
ENSG00000172154	0	0	0	0	0	0
ENSG00000178358	0	0	0	0	0	0
ENSG00000172459	0	0	0	0	0	0
ENSG00000181961	0	0	0	0	0	0
ENSG00000279051	0	0	0	0	0	0
ENSG00000166736	0	2	2	94	1627	7
ENSG00000255298	2	0	0	0	0	0
ENSG00000229183	0	0	0	0	0	0
ENSG00000186513	0	0	0	0	0	0
ENSG00000181785	0	0	0	0	0	0
ENSG00000279486	4	0	0	0	0	0
ENSG00000181074	0	1	0	0	0	8
ENSG00000149554	54	57	78	1149	498	960
ENSG00000197849	0	0	0	0	2	0
ENSG00000181939	0	0	0	0	0	0
ENSG00000176900	0	0	0	0	0	0
ENSG00000166368	0	8	0	0	0	0
ENSG00000279116	0	0	0	0	0	0
ENSG00000254834	0	0	0	0	0	0
ENSG00000181499	0	0	0	0	0	0
ENSG00000221931	0	0	0	0	0	0
ENSG00000170953	0	0	0	0	0	0
ENSG00000280090	0	0	0	0	0	0
ENSG00000255223	0	0	0	0	0	12
ENSG00000181371	0	2	0	0	0	0
ENSG00000196099	0	4	0	0	0	0
ENSG00000072952	1934	433	544	713	164	389
ENSG00000172188	0	0	0	0	0	0
ENSG00000172377	0	0	0	0	0	0
ENSG00000167800	0	0	0	0	4	1
ENSG00000180934	2	0	0	2	0	0
ENSG00000198283	0	0	0	0	0	0
ENSG00000174970	0	0	0	0	0	0
ENSG00000167359	0	0	0	0	0	0
ENSG00000279012	0	2	0	0	0	0
ENSG00000176540	0	0	0	0	0	0
ENSG00000181616	0	0	0	0	0	0
ENSG00000181718	0	0	0	0	0	0
ENSG00000186714	0	8	2	1	0	19
ENSG00000172464	0	0	0	0	0	0
ENSG00000166884	0	0	0	0	0	2
ENSG00000177963	3943	3565	3413	4074	3534	3547
ENSG00000172269	513	447	398	1365	675	631
ENSG00000279672	97	12	4	46	15	66
ENSG00000254938	0	0	0	0	0	4
ENSG00000279358	2	0	2	0	0	0
ENSG00000254960	0	0	0	0	0	3
ENSG00000266215	0	0	0	0	0	0
ENSG00000255317	0	0	0	0	0	0
ENSG00000218109	0	0	4	0	0	2
ENSG00000256282	4	4	2	10	2	18
ENSG00000255379	0	0	0	0	0	0
ENSG00000203334	0	0	0	0	0	0
ENSG00000201243	0	0	0	0	0	0
ENSG00000180720	130	91	83	6	10	15
ENSG00000137727	650	306	188	134	6	62
ENSG00000170959	24	5	22	6	8	24
ENSG00000182667	3180	13	35	450	172	342
ENSG00000170322	997	768	617	1384	503	916
ENSG00000178795	0	1	0	2	2	2
ENSG00000110497	1178	642	731	1026	709	1138
ENSG00000154114	897	811	582	506	170	524
ENSG00000050165	12209	6854	4405	1412	5840	2661
ENSG00000129167	1	6	14	12	10	63
ENSG00000168959	0	0	8	0	22	0
ENSG00000166926	4	30	44	2	0	0
ENSG00000126500	16	10	2	8	12	28
ENSG00000150433	645	1352	669	500	364	431
ENSG00000110693	302	121	121	60	23	1566
ENSG00000180988	0	2	9	0	0	4
ENSG00000255395	0	0	0	0	0	0
ENSG00000137491	4851	5642	4366	1633	840	2501
ENSG00000254475	0	2	0	0	0	0
ENSG00000255136	0	0	2	0	0	0
ENSG00000255460	0	0	0	0	0	0
ENSG00000261594	31	19	10	60	21	55
ENSG00000137486	6178	6318	4568	725	1811	904
ENSG00000254429	0	0	0	0	0	0
ENSG00000279117	0	0	0	0	0	0
ENSG00000254963	0	0	0	0	0	0
ENSG00000149243	171	244	125	122	1472	86
ENSG00000064309	276	160	376	104	10	428
ENSG00000244398	2447	4583	3422	2528	9697	7206
ENSG00000110700	10783	30363	15384	8879	17235	13269
ENSG00000272034	2	2	19	18	14	42
ENSG00000201403	0	0	0	0	0	0
ENSG00000201586	0	0	0	0	0	0
ENSG00000240808	0	0	0	0	6	4
ENSG00000011405	1819	1988	2269	1313	1051	2553
ENSG00000110011	1190	961	980	947	2771	944
ENSG00000156603	523	903	652	588	1558	684
ENSG00000255435	8	19	20	11	4	5
ENSG00000172425	9	10	9	1	5	1
ENSG00000149582	986	522	556	420	759	453
ENSG00000118096	802	1046	904	583	349	454
ENSG00000243431	14	14	4	6	2	18
ENSG00000207185	0	0	0	5	0	5
ENSG00000255176	10	0	11	10	0	13
ENSG00000284246	0	0	0	0	0	0
ENSG00000197658	0	1	0	0	0	0
ENSG00000198851	1201	1234	410	758	587	2193
ENSG00000118058	2396	981	1201	2292	844	2433
ENSG00000135365	1835	1039	1023	1577	495	1590
ENSG00000214872	7	28	16	22	15	44
ENSG00000232268	0	0	0	0	0	0
ENSG00000167346	0	0	0	0	0	0
ENSG00000176922	0	0	0	0	0	0
ENSG00000133895	1086	776	418	1652	905	2259
ENSG00000255265	0	0	0	0	0	0
ENSG00000156689	6	6	0	2	0	37
ENSG00000255523	0	0	0	0	0	0
ENSG00000283791	0	0	0	0	0	0
ENSG00000275948	0	0	0	0	0	0
ENSG00000279243	0	0	0	0	0	0
ENSG00000278217	0	0	0	0	0	0
ENSG00000274072	0	0	0	0	0	0
ENSG00000270526	0	0	0	0	0	0
ENSG00000279093	0	0	0	0	0	0
ENSG00000173465	662	857	833	955	2768	818
ENSG00000176973	176	180	148	263	405	267
ENSG00000173442	4793	3453	4904	7777	10574	3964
ENSG00000173338	13	12	30	11	23	9
ENSG00000173327	5453	4310	4921	4949	4423	4833
ENSG00000197136	1954	1276	1138	5516	3087	3832
ENSG00000266041	0	0	0	0	0	0
ENSG00000213445	3504	3274	2200	2856	7464	2649
ENSG00000265874	0	2	0	0	3	5
ENSG00000239356	0	0	0	0	0	0
ENSG00000214787	16	44	7	16	2	45
ENSG00000168056	13696	6176	6003	9591	4610	5706
ENSG00000183303	0	0	0	0	0	0
ENSG00000255191	0	0	0	0	42	0
ENSG00000254605	3	5	0	17	629	14
ENSG00000248844	2	0	2	0	0	0
ENSG00000254417	0	0	0	4	44	0
ENSG00000202070	0	0	0	0	0	0
ENSG00000255143	0	0	0	0	3	0
ENSG00000254902	0	0	0	0	0	0
ENSG00000168040	277	469	372	436	1007	248
ENSG00000254721	0	0	0	0	0	0
ENSG00000255329	0	0	2	0	4	0
ENSG00000221333	0	0	0	0	0	0
ENSG00000254484	0	0	0	0	3	6
ENSG00000255539	0	0	0	6	0	0
ENSG00000260348	0	0	0	0	0	0
ENSG00000260679	6	2	0	0	2	2
ENSG00000283703	0	1	1	0	0	0
ENSG00000131620	1727	631	798	4593	614	552
ENSG00000110203	66	433	500	0	60	2
ENSG00000176547	0	0	0	0	0	0
ENSG00000160613	910	626	714	1680	291	960
ENSG00000110367	3204	2911	3109	3846	1936	4527
ENSG00000165923	26	24	13	22	14	99
ENSG00000095139	4353	3377	4657	6501	2577	3505
ENSG00000149196	615	1533	782	940	2896	591
ENSG00000167992	28	18	8	4	0	168
ENSG00000137497	5586	2215	2304	3946	2256	4995
ENSG00000110330	1682	2992	5365	1833	1039	1433
ENSG00000082175	709	183	138	43	26	33
ENSG00000023171	167	223	158	110	281	230
ENSG00000137745	2	0	0	677	20	20
ENSG00000177106	7357	3735	4624	3762	5499	1482
ENSG00000241598	0	0	1	0	0	0
ENSG00000204571	0	0	0	0	0	2
ENSG00000177947	0	0	2	0	0	0
ENSG00000185627	3344	5725	5116	3975	15931	4563
ENSG00000166800	0	0	6	4	5	3
ENSG00000110171	783	631	465	336	150	220
ENSG00000211450	466	1488	932	871	2121	680
ENSG00000110492	2335	2729	1481	7581	15085	32145
ENSG00000130598	201	666	357	1216	186	72
ENSG00000142186	3073	2161	2590	3729	3787	3039
ENSG00000019144	3913	1934	2470	1128	440	1299
ENSG00000085741	535	213	175	12	60	25
ENSG00000165457	548	1240	760	421	514	387
ENSG00000109991	5	8	4	0	2	0
ENSG00000165458	4533	2399	2309	3370	1796	4449
ENSG00000026508	11283	13737	26412	26793	32502	11317
ENSG00000181693	0	4	0	0	0	0
ENSG00000134571	21	19	60	25	25	29
ENSG00000137474	100	103	64	429	273	440
ENSG00000110169	18	18	14	9	6	14
ENSG00000149972	21	16	17	2	27	16
ENSG00000166833	1852	812	1197	676	1208	3995
ENSG00000070081	1882	2835	1679	609	1703	2548
ENSG00000110218	579	445	2011	2265	569	945
ENSG00000250519	12	21	70	116	69	39
ENSG00000256745	123	319	316	173	238	147
ENSG00000123901	0	0	0	4	0	14
ENSG00000254986	809	544	776	1613	2201	1596
ENSG00000255202	1	3	10	10	0	4
ENSG00000205177	0	12	77	44	11	12
ENSG00000110429	1256	1706	956	1136	551	914
